Carrier Concentration,Temperature,Conducitivty x,Conducitivty y,Conducitivty z,Conducitivty ave,Seebeck x,Seebeck y,Seebeck z,Seebeck ave,Kele x,Kele y,Kele z,Kele ave,Mobility x,Mobility y,Mobility z,Mobility ave,PF x,PF y,PF z,PF ave
7.5E+20,800,577260.312,577260.312,307754.031,487424.875,-60.0585403,-60.0585403,-67.0917969,-62.4029579,11.1189747,11.1189747,5.56244135,9.26679707,48.0396729,48.0396729,25.6113262,40.5635567,2.08E-03,2.08E-03,1.39E-03,1.90E-03
1E+21,800,746193.812,746193.812,406075.062,632820.938,-54.0649796,-54.0649796,-55.7297287,-54.6198921,14.2612782,14.2612782,7.37373829,11.9654312,46.5737534,46.5737534,25.345211,39.4975739,2.18E-03,2.18E-03,1.26E-03,1.89E-03
1E+16,820,45.6160164,45.6160164,12.7483959,34.6601448,-561.308472,-561.308472,-681.816528,-601.477844,9.37E-03,9.37E-03,7.49E-04,6.50E-03,78.0277863,78.0277863,23.2042122,59.7532616,1.44E-05,1.44E-05,5.93E-06,1.25E-05
2.5E+16,820,56.9782944,56.9782944,16.3128929,43.4231606,-592.403442,-592.403442,-671.733887,-618.846924,7.74E-03,7.74E-03,6.80E-04,5.39E-03,78.0592804,78.0592804,23.2118359,59.7767982,2.00E-05,2.00E-05,7.36E-06,1.66E-05
5E+16,820,80.3546066,80.3546066,23.4689808,61.3927307,-604.888,-604.888,-649.723145,-619.833069,6.02E-03,6.02E-03,6.61E-04,4.23E-03,78.1119919,78.1119919,23.2330189,59.8190002,2.94E-05,2.94E-05,9.91E-06,2.36E-05
7.5E+16,820,107.048607,107.048607,31.5304184,81.8758774,-597.970276,-597.970276,-628.159912,-608.033508,5.15E-03,5.15E-03,7.12E-04,3.67E-03,78.1134796,78.1134796,23.2385197,59.8218269,3.83E-05,3.83E-05,1.24E-05,3.03E-05
1E+17,820,135.4935,135.4935,40.0607452,103.682579,-586.162231,-586.162231,-609.289795,-593.871399,4.79E-03,4.79E-03,8.01E-04,3.46E-03,78.1109238,78.1109238,23.236124,59.8193245,4.66E-05,4.66E-05,1.49E-05,3.66E-05
2.5E+17,820,318.529358,318.529358,94.6028214,243.887192,-522.185425,-522.185425,-540.059753,-528.143555,8.14E-03,8.14E-03,1.82E-03,6.03E-03,78.2612534,78.2612534,23.309782,59.9440956,8.69E-05,8.69E-05,2.76E-05,6.80E-05
5E+17,820,627.820984,627.820984,186.994034,480.878662,-468.516113,-468.516113,-482.468384,-473.16687,1.16E-02,1.16E-02,3.34E-03,8.83E-03,78.0551605,78.0551605,23.265274,59.7918663,1.38E-04,1.38E-04,4.35E-05,1.08E-04
7.5E+17,820,937.305298,937.305298,279.495178,718.035217,-435.087128,-435.087128,-448.258575,-439.477631,1.60E-02,1.60E-02,4.93E-03,1.23E-02,77.8633347,77.8633347,23.2255459,59.6507378,1.77E-04,1.77E-04,5.62E-05,1.39E-04
1E+18,820,1245.8479,1245.8479,371.827332,954.507751,-411.113007,-411.113007,-423.975708,-415.400543,2.07E-02,2.07E-02,6.53E-03,1.60E-02,77.6820068,77.6820068,23.1886253,59.5175476,2.11E-04,2.11E-04,6.68E-05,1.65E-04
2.5E+18,820,3073.35474,3073.35474,921.366211,2356.02515,-335.061157,-335.061157,-347.378723,-339.167023,4.99E-02,4.99E-02,1.62E-02,3.87E-02,76.7176895,76.7176895,22.9999695,58.8117828,3.45E-04,3.45E-04,1.11E-04,2.71E-04
5E+18,820,6039.82861,6039.82861,1822.52185,4634.05957,-279.120514,-279.120514,-291.034485,-283.091827,9.86E-02,9.86E-02,3.25E-02,7.66E-02,75.3925781,75.3925781,22.7499084,57.8450203,4.71E-04,4.71E-04,1.54E-04,3.71E-04
7.5E+18,820,8927.83594,8927.83594,2709.30469,6854.99219,-247.562607,-247.562607,-259.177551,-251.43425,0.147103161,0.147103161,4.89E-02,0.114368789,74.2964478,74.2964478,22.5465927,57.0464973,5.47E-04,5.47E-04,1.82E-04,4.33E-04
1E+19,820,11753.6455,11753.6455,3584.98145,9030.75781,-225.89209,-225.89209,-237.315201,-229.699783,0.195516214,0.195516214,6.56E-02,0.152201623,73.3599091,73.3599091,22.3755512,56.3651237,6.00E-04,6.00E-04,2.02E-04,4.76E-04
2.5E+19,820,27822.8711,27822.8711,8677.3584,21441.0332,-162.138947,-162.138947,-173.432388,-165.903427,0.487214118,0.487214118,0.170654014,0.381694078,69.4626236,69.4626236,21.6639099,53.5297203,7.31E-04,7.31E-04,2.61E-04,5.90E-04
5E+19,820,52395.1758,52395.1758,16763.5234,40517.957,-122.107552,-122.107552,-135.519272,-126.578125,0.986827433,0.986827433,0.365446121,0.779700339,65.4049835,65.4049835,20.9259357,50.5786324,7.81E-04,7.81E-04,3.08E-04,6.49E-04
7.5E+19,820,75026.8125,75026.8125,24604.3066,58219.3125,-104.295898,-104.295898,-121.431282,-110.00769,1.49509394,1.49509394,0.577667892,1.18928528,62.4374046,62.4374046,20.4757328,48.4501801,8.16E-04,8.16E-04,3.63E-04,7.05E-04
1E+20,820,96333.3203,96333.3203,32515.5586,75060.7344,-95.0584946,-95.0584946,-116.486641,-102.20121,1.99571812,1.99571812,0.793075204,1.59483719,60.1265297,60.1265297,20.2946148,46.8492241,8.70E-04,8.70E-04,4.41E-04,7.84E-04
2.5E+20,820,212630.172,212630.172,88648.1094,171302.812,-80.9936829,-80.9936829,-107.996452,-89.994606,4.4821496,4.4821496,1.90549719,3.6232655,53.0853271,53.0853271,22.1319199,42.7675285,1.39E-03,1.39E-03,1.03E-03,1.39E-03
5E+20,820,392113.625,392113.625,194742.453,326323.219,-69.524498,-69.524498,-84.7313766,-74.5934525,7.89666653,7.89666653,3.74584603,6.51305962,48.9476128,48.9476128,24.3097363,40.7349892,1.90E-03,1.90E-03,1.40E-03,1.82E-03
7.5E+20,820,562832.688,562832.688,299797.656,475154.344,-61.4567909,-61.4567909,-68.5305557,-63.8147125,11.1131248,11.1131248,5.54879761,9.25834942,46.8390045,46.8390045,24.9491978,39.5424004,2.13E-03,2.13E-03,1.41E-03,1.93E-03
1E+21,820,727462.812,727462.812,395538.062,616821.25,-55.3461685,-55.3461685,-57.074688,-55.9223442,14.2416687,14.2416687,7.34487343,11.9427366,45.4046555,45.4046555,24.6875458,38.498951,2.23E-03,2.23E-03,1.29E-03,1.93E-03
1E+16,840,54.2889633,54.2889633,15.1437244,41.240551,-540.36499,-540.36499,-666.737122,-582.489014,1.18E-02,1.18E-02,9.47E-04,8.15E-03,75.550705,75.550705,22.5328598,57.8780937,1.59E-05,1.59E-05,6.73E-06,1.40E-05
2.5E+16,840,64.7502136,64.7502136,18.4642792,49.3215675,-569.605286,-569.605286,-660.192078,-599.800842,1.01E-02,1.01E-02,8.75E-04,7.04E-03,75.6280365,75.6280365,22.5619926,57.9393578,2.10E-05,2.10E-05,8.05E-06,1.77E-05
5E+16,840,85.8658752,85.8658752,25.0023708,65.5780411,-588.049927,-588.049927,-643.421448,-606.50708,8.10E-03,8.10E-03,8.26E-04,5.67E-03,75.6302719,75.6302719,22.5674648,57.9426689,2.97E-05,2.97E-05,1.04E-05,2.41E-05
7.5E+16,840,110.334038,110.334038,32.4508438,84.3729782,-587.857788,-587.857788,-625.693176,-600.469543,6.92E-03,6.92E-03,8.52E-04,4.89E-03,75.6635132,75.6635132,22.5771027,57.9680443,3.81E-05,3.81E-05,1.27E-05,3.04E-05
1E+17,840,136.709229,136.709229,40.4195938,104.612679,-580.347168,-580.347168,-608.952026,-589.882141,6.25E-03,6.25E-03,9.15E-04,4.47E-03,75.6345291,75.6345291,22.5690823,57.9460449,4.60E-05,4.60E-05,1.50E-05,3.64E-05
2.5E+17,840,310.333801,310.333801,92.4130249,237.693542,-524.45813,-524.45813,-542.353333,-530.423157,8.02E-03,8.02E-03,1.78E-03,5.94E-03,75.6745605,75.6745605,22.6016026,57.9835777,8.54E-05,8.54E-05,2.72E-05,6.69E-05
5E+17,840,609.627258,609.627258,182.06575,467.106781,-471.498322,-471.498322,-486.443512,-476.480072,1.24E-02,1.24E-02,3.43E-03,9.41E-03,75.6088409,75.6088409,22.6068611,57.9415131,1.36E-04,1.36E-04,4.31E-05,1.06E-04
7.5E+17,840,909.038635,909.038635,271.851776,696.643005,-438.658539,-438.658539,-452.407745,-443.241608,1.66E-02,1.66E-02,5.01E-03,1.27E-02,75.4333572,75.4333572,22.5703144,57.8123436,1.75E-04,1.75E-04,5.56E-05,1.37E-04
1E+18,840,1207.84412,1207.84412,361.545288,925.744446,-414.877075,-414.877075,-428.172485,-419.308868,2.11E-02,2.11E-02,6.62E-03,1.63E-02,75.2666168,75.2666168,22.5361671,57.6898003,2.08E-04,2.08E-04,6.63E-05,1.63E-04
2.5E+18,840,2979.93115,2979.93115,895.918823,2285.2605,-338.949524,-338.949524,-351.58316,-343.160736,5.00E-02,5.00E-02,1.64E-02,3.88E-02,74.3786316,74.3786316,22.3630104,57.0400887,3.42E-04,3.42E-04,1.11E-04,2.69E-04
5E+18,840,5860.39697,5860.39697,1773.04346,4497.9458,-282.899261,-282.899261,-295.157288,-286.98526,9.86E-02,9.86E-02,3.28E-02,7.67E-02,73.1511993,73.1511993,22.1318855,56.1447601,4.69E-04,4.69E-04,1.54E-04,3.70E-04
7.5E+18,840,8667.63965,8667.63965,2636.95337,6657.41064,-251.251968,-251.251968,-263.281708,-255.261887,0.147183925,0.147183925,4.95E-02,0.114619426,72.130455,72.130455,21.9443264,55.4017448,5.47E-04,5.47E-04,1.83E-04,4.34E-04
1E+19,840,11415.7188,11415.7188,3490.23682,8773.8916,-229.482132,-229.482132,-241.35704,-233.44043,0.195616022,0.195616022,6.64E-02,0.152531385,71.2504044,71.2504044,21.7841187,54.7616425,6.01E-04,6.01E-04,2.03E-04,4.78E-04
2.5E+19,840,27056.0605,27056.0605,8456.94727,20856.3574,-165.393036,-165.393036,-177.318069,-169.368042,0.487901092,0.487901092,0.172782421,0.382861525,67.5481644,67.5481644,21.1136208,52.0699806,7.40E-04,7.40E-04,2.66E-04,5.98E-04
5E+19,840,50998.9062,50998.9062,16362.5283,39453.4492,-125.081642,-125.081642,-139.313126,-129.82547,0.98896867,0.98896867,0.369861245,0.782599509,63.662014,63.662014,20.4253712,49.2498016,7.98E-04,7.98E-04,3.18E-04,6.65E-04
7.5E+19,840,73072.6953,73072.6953,24049.9727,56731.7852,-107.057434,-107.057434,-125.027328,-113.047401,1.49728489,1.49728489,0.582882345,1.19248402,60.8111801,60.8111801,20.0144157,47.2122612,8.38E-04,8.38E-04,3.76E-04,7.25E-04
1E+20,840,93820.1016,93820.1016,31799.2402,73146.4766,-97.8053513,-97.8053513,-119.993309,-105.201332,1.99409735,1.99409735,0.79676342,1.59498596,58.5578995,58.5578995,19.8475246,45.654438,8.97E-04,8.97E-04,4.58E-04,8.10E-04
2.5E+20,840,207375.688,207375.688,86626.4688,167125.953,-82.9045792,-82.9045792,-110.128166,-91.9791031,4.48596144,4.48596144,1.91065919,3.62752724,51.7734871,51.7734871,21.6271954,41.7247238,1.43E-03,1.43E-03,1.05E-03,1.41E-03
5E+20,840,382493.688,382493.688,190001.156,318329.5,-71.1474686,-71.1474686,-86.4375992,-76.2441788,7.89494991,7.89494991,3.74025798,6.5100522,47.7467537,47.7467537,23.7178802,39.7371292,1.94E-03,1.94E-03,1.42E-03,1.85E-03
7.5E+20,840,549080.625,549080.625,292205.125,463455.469,-62.8662376,-62.8662376,-70.0014954,-65.2446594,11.1070623,11.1070623,5.53312016,9.24908161,45.6945572,45.6945572,24.3173466,38.568821,2.17E-03,2.17E-03,1.43E-03,1.97E-03
1E+21,840,709630.062,709630.062,385513.062,601591.062,-56.6158752,-56.6158752,-58.3953323,-57.2090263,14.2242327,14.2242327,7.31707621,11.9218473,44.291626,44.291626,24.0618324,37.5483589,2.27E-03,2.27E-03,1.31E-03,1.97E-03
1E+16,860,64.5379181,64.5379181,17.9909382,49.0222588,-521.77832,-521.77832,-652.615601,-565.390747,1.45E-02,1.45E-02,1.19E-03,1.01E-02,73.2557297,73.2557297,21.9197598,56.1437378,1.76E-05,1.76E-05,7.66E-06,1.57E-05
2.5E+16,860,74.1975403,74.1975403,21.0874081,56.4941597,-547.542786,-547.542786,-647.825867,-580.970459,1.29E-02,1.29E-02,1.11E-03,8.97E-03,73.280365,73.280365,21.9325752,56.1644325,2.22E-05,2.22E-05,8.85E-06,1.91E-05
5E+16,860,93.4357986,93.4357986,27.1032772,71.3249588,-569.256531,-569.256531,-635.565063,-591.359375,1.07E-02,1.07E-02,1.04E-03,7.49E-03,73.3180466,73.3180466,21.9431419,56.1930809,3.03E-05,3.03E-05,1.09E-05,2.49E-05
7.5E+16,860,115.691063,115.691063,33.9491158,88.4437485,-574.475647,-574.475647,-621.305603,-590.085632,9.21E-03,9.21E-03,1.04E-03,6.48E-03,73.320015,73.320015,21.9457378,56.1952553,3.82E-05,3.82E-05,1.31E-05,3.08E-05
1E+17,860,140.032104,140.032104,41.3696823,107.14463,-571.732788,-571.732788,-607.294006,-583.586487,8.24E-03,8.24E-03,1.08E-03,5.85E-03,73.315979,73.315979,21.948101,56.1933556,4.58E-05,4.58E-05,1.53E-05,3.65E-05
2.5E+17,860,303.624237,303.624237,90.6918716,232.64679,-527.103455,-527.103455,-544.671021,-532.95929,7.68E-03,7.68E-03,1.75E-03,5.70E-03,73.2458954,73.2458954,21.9400024,56.1439323,8.44E-05,8.44E-05,2.69E-05,6.61E-05
5E+17,860,593.156067,593.156067,177.586502,454.632904,-473.881348,-473.881348,-490.210327,-479.324341,1.36E-02,1.36E-02,3.54E-03,1.03E-02,73.2959518,73.2959518,21.9841557,56.1920204,1.33E-04,1.33E-04,4.27E-05,1.04E-04
7.5E+17,860,882.805481,882.805481,264.753662,676.788208,-441.928436,-441.928436,-456.465668,-446.77417,1.74E-02,1.74E-02,5.11E-03,1.33E-02,73.1360245,73.1360245,21.9513512,56.0744667,1.72E-04,1.72E-04,5.52E-05,1.35E-04
1E+18,860,1172.24915,1172.24915,351.924255,898.807556,-418.439056,-418.439056,-432.316772,-423.064941,2.17E-02,2.17E-02,6.73E-03,1.67E-02,72.9810562,72.9810562,21.9198513,55.9606514,2.05E-04,2.05E-04,6.58E-05,1.61E-04
2.5E+18,860,2891.49536,2891.49536,871.865601,2218.2854,-342.751862,-342.751862,-355.762421,-347.088715,5.02E-02,5.02E-02,1.66E-02,3.90E-02,72.1609421,72.1609421,21.760067,55.3606529,3.40E-04,3.40E-04,1.10E-04,2.67E-04
5E+18,860,5690.26709,5690.26709,1726.31677,4368.9502,-286.647339,-286.647339,-299.32373,-290.872803,9.88E-02,9.88E-02,3.32E-02,7.69E-02,71.0251694,71.0251694,21.5480289,54.5327911,4.68E-04,4.68E-04,1.55E-04,3.70E-04
7.5E+18,860,8420.20996,8420.20996,2568.34741,6469.58936,-254.894806,-254.894806,-267.377594,-259.055756,0.147307828,0.147307828,5.01E-02,0.114904761,70.0703964,70.0703964,21.3731499,53.8379822,5.47E-04,5.47E-04,1.84E-04,4.34E-04
1E+19,860,11094.0371,11094.0371,3400.41357,8529.49609,-233.030594,-233.030594,-245.407135,-237.156113,0.195737004,0.195737004,6.72E-02,0.152889684,69.2421265,69.2421265,21.2233639,53.2358704,6.02E-04,6.02E-04,2.05E-04,4.80E-04
2.5E+19,860,26325.0391,26325.0391,8248.07422,20299.3848,-168.629135,-168.629135,-181.230484,-172.82959,0.488600016,0.488600016,0.175003007,0.384067684,65.7230377,65.7230377,20.5921326,50.6794014,7.49E-04,7.49E-04,2.71E-04,6.06E-04
5E+19,860,49665.3906,49665.3906,15981.0566,38437.2773,-128.040405,-128.040405,-143.076859,-133.052551,0.99053359,0.99053359,0.373758793,0.784941971,61.9973755,61.9973755,19.9491768,47.981308,8.14E-04,8.14E-04,3.27E-04,6.80E-04
7.5E+19,860,71207.1797,71207.1797,23522.5566,55312.3086,-109.82106,-109.82106,-128.613602,-116.085243,1.49906862,1.49906862,0.587707102,1.19528139,59.2586975,59.2586975,19.5754986,46.0309639,8.59E-04,8.59E-04,3.89E-04,7.45E-04
1E+20,860,91470.1797,91470.1797,31134.1152,71358.1562,-100.393204,-100.393204,-123.307663,-108.031349,1.99578893,1.99578893,0.801819026,1.59779894,57.0911942,57.0911942,19.4323864,44.5382576,9.22E-04,9.22E-04,4.73E-04,8.33E-04
2.5E+20,860,202374.312,202374.312,84703.3828,163150.672,-84.7842178,-84.7842178,-112.216949,-93.9284668,4.48979282,4.48979282,1.91557169,3.63171887,50.5248413,50.5248413,21.1470776,40.732254,1.45E-03,1.45E-03,1.07E-03,1.44E-03
5E+20,860,373364.938,373364.938,185486.703,310738.844,-72.7213821,-72.7213821,-88.1028671,-77.8485413,7.89869165,7.89869165,3.73573422,6.51103926,46.6072159,46.6072159,23.1543388,38.7895927,1.97E-03,1.97E-03,1.44E-03,1.88E-03
7.5E+20,860,535970.438,535970.438,284987.781,452309.531,-64.2553406,-64.2553406,-71.4295807,-66.6467514,11.1006222,11.1006222,5.51926565,9.24017048,44.6035233,44.6035233,23.7167168,37.6412544,2.21E-03,2.21E-03,1.45E-03,2.01E-03
1E+21,860,692568.5,692568.5,375947.812,587028.25,-57.8818436,-57.8818436,-59.6918831,-58.4851875,14.1968422,14.1968422,7.28712654,11.8936033,43.2267265,43.2267265,23.464817,36.6394234,2.32E-03,2.32E-03,1.34E-03,2.01E-03
1E+16,880,76.46418,76.46418,21.3127289,58.0803642,-504.773254,-504.773254,-638.849854,-549.465454,1.77E-02,1.77E-02,1.47E-03,1.23E-02,71.0658417,71.0658417,21.3310299,54.4875679,1.95E-05,1.95E-05,8.70E-06,1.75E-05
2.5E+16,880,85.4851074,85.4851074,24.2289677,65.0663986,-527.421143,-527.421143,-635.494995,-563.44574,1.61E-02,1.61E-02,1.39E-03,1.12E-02,71.0891037,71.0891037,21.3403397,54.5061836,2.38E-05,2.38E-05,9.78E-06,2.07E-05
5E+16,880,103.06868,103.06868,29.7881527,78.6418381,-549.61731,-549.61731,-626.386597,-575.207092,1.38E-02,1.38E-02,1.30E-03,9.65E-03,71.0965729,71.0965729,21.3446045,54.5125847,3.11E-05,3.11E-05,1.17E-05,2.60E-05
7.5E+16,880,123.326828,123.326828,36.0882301,94.2472916,-558.796082,-558.796082,-615.338745,-577.643616,1.20E-02,1.20E-02,1.27E-03,8.45E-03,71.094223,71.094223,21.3473339,54.5119286,3.85E-05,3.85E-05,1.37E-05,3.14E-05
1E+17,880,145.659637,145.659637,42.9555092,111.424927,-560.123352,-560.123352,-603.808167,-574.684998,1.08E-02,1.08E-02,1.29E-03,7.63E-03,71.0990143,71.0990143,21.3506718,54.5162354,4.57E-05,4.57E-05,1.57E-05,3.68E-05
2.5E+17,880,299.611359,299.611359,89.6706848,229.631149,-527.224731,-527.224731,-547.065125,-533.838196,8.84E-03,8.84E-03,1.86E-03,6.51E-03,71.0472031,71.0472031,21.3494091,54.4812737,8.33E-05,8.33E-05,2.68E-05,6.54E-05
5E+17,880,578.583435,578.583435,173.608414,443.591766,-475.476807,-475.476807,-493.738342,-481.563965,1.53E-02,1.53E-02,3.69E-03,1.15E-02,71.107605,71.107605,21.3959179,54.5370445,1.31E-04,1.31E-04,4.23E-05,1.03E-04
7.5E+17,880,858.599365,858.599365,258.192566,658.463806,-444.779633,-444.779633,-460.362579,-449.973969,1.85E-02,1.85E-02,5.24E-03,1.41E-02,70.9570084,70.9570084,21.3644409,54.4261513,1.70E-04,1.70E-04,5.47E-05,1.33E-04
1E+18,880,1139.05298,1139.05298,342.939606,873.681885,-421.757843,-421.757843,-436.370483,-426.628754,2.26E-02,2.26E-02,6.85E-03,1.73E-02,70.8167114,70.8167114,21.3361301,54.323185,2.03E-04,2.03E-04,6.53E-05,1.59E-04
2.5E+18,880,2807.83447,2807.83447,849.121155,2154.92993,-346.486053,-346.486053,-359.915588,-350.962555,5.05E-02,5.05E-02,1.68E-02,3.93E-02,70.0580368,70.0580368,21.1886883,53.7682533,3.37E-04,3.37E-04,1.10E-04,2.65E-04
5E+18,880,5528.45508,5528.45508,1681.98022,4246.29688,-290.329224,-290.329224,-303.465851,-294.708099,9.89E-02,9.89E-02,3.37E-02,7.72E-02,69.0019455,69.0019455,20.9937458,52.9992104,4.66E-04,4.66E-04,1.55E-04,3.69E-04
7.5E+18,880,8184.61377,8184.61377,2503.27368,6290.83398,-258.490204,-258.490204,-271.478577,-262.819672,0.147464097,0.147464097,5.07E-02,0.115222774,68.1083755,68.1083755,20.8312607,52.3493347,5.47E-04,5.47E-04,1.84E-04,4.35E-04
1E+19,880,10787.7207,10787.7207,3315.09814,8296.84668,-236.552322,-236.552322,-249.446976,-240.85054,0.195964113,0.195964113,6.80E-02,0.153317735,67.3295135,67.3295135,20.6906834,51.7832375,6.04E-04,6.04E-04,2.06E-04,4.81E-04
2.5E+19,880,25627.6914,25627.6914,8049.39746,19768.2598,-171.855469,-171.855469,-185.11998,-176.276978,0.489411712,0.489411712,0.177065834,0.385296434,63.9819565,63.9819565,20.096096,49.3533363,7.57E-04,7.57E-04,2.76E-04,6.14E-04
5E+19,880,48392.4258,48392.4258,15618.7637,37467.8711,-131.000275,-131.000275,-146.845917,-136.28215,0.992130101,0.992130101,0.37756899,0.787276447,60.4083214,60.4083214,19.4969234,46.7711906,8.30E-04,8.30E-04,3.37E-04,6.96E-04
7.5E+19,880,69426.5938,69426.5938,23020.7598,53957.9844,-112.589165,-112.589165,-132.187119,-119.121819,1.50093794,1.50093794,0.592294335,1.1980567,57.776886,57.776886,19.1579018,44.9038887,8.80E-04,8.80E-04,4.02E-04,7.66E-04
1E+20,880,89224.3516,89224.3516,30499.291,69649.3359,-102.980331,-102.980331,-126.599968,-110.853546,1.99696255,1.99696255,0.806419909,1.60011494,55.6894569,55.6894569,19.0361595,43.4716911,9.46E-04,9.46E-04,4.89E-04,8.56E-04
2.5E+20,880,197600.234,197600.234,82870.0391,159356.828,-86.6617203,-86.6617203,-114.296066,-95.8731689,4.49345207,4.49345207,1.92049396,3.63579941,49.3329468,49.3329468,20.6893635,39.7850838,1.48E-03,1.48E-03,1.08E-03,1.46E-03
5E+20,880,364642.062,364642.062,181172.266,303485.469,-74.285141,-74.285141,-89.7510986,-79.4404602,7.90026522,7.90026522,3.73037457,6.51030159,45.5183334,45.5183334,22.6157665,37.8841438,2.01E-03,2.01E-03,1.46E-03,1.92E-03
7.5E+20,880,523452.531,523452.531,278074.688,441659.906,-65.6188049,-65.6188049,-72.86763,-68.03508,11.0903187,11.0903187,5.49995613,9.22686481,43.5617828,43.5617828,23.141407,36.7549896,2.25E-03,2.25E-03,1.48E-03,2.04E-03
1E+21,880,676316.125,676316.125,366816.688,573149.688,-59.1383705,-59.1383705,-60.9846153,-59.7537842,14.1772137,14.1772137,7.25731993,11.8705826,42.2123337,42.2123337,22.8948975,35.7731895,2.37E-03,2.37E-03,1.36E-03,2.05E-03
1E+16,900,90.184288,90.184288,25.1464729,68.5050125,-489.044525,-489.044525,-625.460632,-534.516541,2.14E-02,2.14E-02,1.79E-03,1.48E-02,68.9562149,68.9562149,20.7624779,52.8916359,2.16E-05,2.16E-05,9.84E-06,1.96E-05
2.5E+16,900,98.670578,98.670578,27.913517,75.0848923,-508.604675,-508.604675,-623.086548,-546.76532,1.98E-02,1.98E-02,1.71E-03,1.38E-02,68.9785767,68.9785767,20.7715073,52.9095573,2.55E-05,2.55E-05,1.08E-05,2.24E-05
5E+16,900,114.869286,114.869286,33.0918121,87.6101303,-530.239868,-530.239868,-616.498474,-558.992737,1.74E-02,1.74E-02,1.61E-03,1.21E-02,68.9818344,68.9818344,20.7761459,52.913269,3.23E-05,3.23E-05,1.26E-05,2.74E-05
7.5E+16,900,133.400909,133.400909,38.911602,101.904472,-541.677856,-541.677856,-608.069214,-563.808289,1.55E-02,1.55E-02,1.56E-03,1.08E-02,68.9899292,68.9899292,20.7803631,52.9200745,3.91E-05,3.91E-05,1.44E-05,3.24E-05
1E+17,900,153.826981,153.826981,45.2640877,117.639351,-546.283569,-546.283569,-598.94342,-563.836853,1.40E-02,1.40E-02,1.56E-03,9.84E-03,68.9933853,68.9933853,20.7873039,52.9246941,4.59E-05,4.59E-05,1.62E-05,3.74E-05
2.5E+17,900,297.894928,297.894928,89.2672577,228.352371,-525.395752,-525.395752,-548.533325,-533.108276,1.07E-02,1.07E-02,2.01E-03,7.79E-03,68.957283,68.957283,20.7858658,52.9001465,8.22E-05,8.22E-05,2.69E-05,6.49E-05
5E+17,900,564.138367,564.138367,169.76918,432.681976,-478.221893,-478.221893,-496.123962,-484.18924,1.46E-02,1.46E-02,3.59E-03,1.09E-02,68.9207382,68.9207382,20.7951126,52.8788643,1.29E-04,1.29E-04,4.18E-05,1.01E-04
7.5E+17,900,836.582214,836.582214,252.221222,641.795227,-447.11792,-447.11792,-464.118073,-452.784637,2.01E-02,2.01E-02,5.41E-03,1.52E-02,68.8912888,68.8912888,20.8093357,52.8639717,1.67E-04,1.67E-04,5.43E-05,1.32E-04
1E+18,900,1108.20068,1108.20068,334.59549,850.332275,-424.732605,-424.732605,-440.31308,-429.926117,2.38E-02,2.38E-02,7.01E-03,1.82E-02,68.7599411,68.7599411,20.7826366,52.7675056,2.00E-04,2.00E-04,6.49E-05,1.57E-04
2.5E+18,900,2728.68652,2728.68652,827.702515,2095.02515,-350.146271,-350.146271,-364.110107,-354.800873,5.10E-02,5.10E-02,1.70E-02,3.97E-02,68.0616913,68.0616913,20.6488819,52.2574196,3.35E-04,3.35E-04,1.10E-04,2.64E-04
5E+18,900,5374.68652,5374.68652,1639.89209,4129.75537,-293.975952,-293.975952,-307.589111,-298.513672,9.92E-02,9.92E-02,3.41E-02,7.75E-02,67.0776901,67.0776901,20.4671688,51.5408478,4.64E-04,4.64E-04,1.55E-04,3.68E-04
7.5E+18,900,7960.24902,7960.24902,2441.43237,6120.64307,-262.053406,-262.053406,-275.563721,-266.556854,0.147727773,0.147727773,5.14E-02,0.115611024,66.2392273,66.2392273,20.3161201,50.9315224,5.47E-04,5.47E-04,1.85E-04,4.35E-04
1E+19,900,10495.9209,10495.9209,3234.15869,8075.3335,-240.060104,-240.060104,-253.513672,-244.544632,0.196368977,0.196368977,6.89E-02,0.1538883,65.5071945,65.5071945,20.1852341,50.3998718,6.05E-04,6.05E-04,2.08E-04,4.83E-04
2.5E+19,900,24961.4336,24961.4336,7860.68799,19261.1855,-175.064728,-175.064728,-189.02919,-179.719543,0.49020952,0.49020952,0.179188132,0.386535734,62.3184547,62.3184547,19.6249332,48.0872803,7.65E-04,7.65E-04,2.81E-04,6.22E-04
5E+19,900,47177.3281,47177.3281,15275.0156,36543.2227,-133.957321,-133.957321,-150.628418,-139.514359,0.993955731,0.993955731,0.381496817,0.78980279,58.8914948,58.8914948,19.0678177,45.6169319,8.47E-04,8.47E-04,3.47E-04,7.11E-04
7.5E+19,900,67725.0078,67725.0078,22543.3535,52664.457,-115.358467,-115.358467,-135.762177,-122.159706,1.5028286,1.5028286,0.596885979,1.20084774,56.3608246,56.3608246,18.760603,43.8274193,9.01E-04,9.01E-04,4.16E-04,7.86E-04
1E+20,900,87079.2812,87079.2812,29893.2578,68017.2734,-105.568657,-105.568657,-129.860886,-113.666069,1.99843562,1.99843562,0.810678244,1.60251653,54.3506088,54.3506088,18.6579037,42.4530411,9.70E-04,9.70E-04,5.04E-04,8.79E-04
2.5E+20,900,193037.828,193037.828,81118.2031,155731.297,-88.5385132,-88.5385132,-116.354179,-97.8104019,4.49681616,4.49681616,1.9247905,3.63947415,48.1938934,48.1938934,20.2519989,38.8799286,1.51E-03,1.51E-03,1.10E-03,1.49E-03
